id,project_id,month,cumulative_expenditure_cr,physical_progress_pct,reported_issues
24506,PRJ_0798,2019-05-01,77.42,22.53,law and order issue
24507,PRJ_0798,2019-05-01,87.65,25.83,none
24508,PRJ_0798,2019-07-01,92.77,29.83,none
24509,PRJ_0798,2019-07-01,98.68,30.82,fund release delay
24510,PRJ_0798,2019-08-01,119.86,36.41,none
24511,PRJ_0798,2019-09-01,122.51,39.41,raw material supply shortage
24512,PRJ_0798,2019-10-01,137.52,39.41,none
24513,PRJ_0798,2019-11-01,152.79,44.68,
24514,PRJ_0798,2019-12-01,179.48,48.54,none
24515,PRJ_0798,2020-01-01,161.59,48.54,none
24516,PRJ_0798,2020-02-01,187.98,51.88,none
24517,PRJ_0798,2020-03-01,196.02,55.64,none
24518,PRJ_0798,2020-04-01,216.25,60.69,none
24519,PRJ_0798,2020-05-01,209.82,60.69,none
24520,PRJ_0798,2020-06-01,220.16,63.41,none
24521,PRJ_0798,2020-07-01,217.71,66.8,none
24522,PRJ_0798,2020-08-01,265.11,71.83,none
24523,PRJ_0798,2020-09-01,254.26,74.96,none
24524,PRJ_0798,2020-10-01,273.53,76.81,none
24525,PRJ_0798,2020-11-01,286.98,78.93,none
24526,PRJ_0798,2020-12-01,271.88,81.74,
24527,PRJ_0798,2021-01-01,297.05,82.84,none
24528,PRJ_0798,2021-02-01,284.44,82.84,none
24529,PRJ_0798,2021-03-01,307.55,83.9,none
24530,PRJ_0798,2021-04-01,311.62,88.22,none
24531,PRJ_0798,2021-05-01,296.63,88.22,none
24532,PRJ_0798,2021-06-01,295.19,90.49,none
24533,PRJ_0798,2021-07-01,329.58,90.49,none
24534,PRJ_0798,2021-08-01,325.69,91.96,none
24535,PRJ_0798,2021-09-01,311.41,91.96,none
24536,PRJ_0799,2019-01-01,10.46,5.48,none
24537,PRJ_0799,2019-01-01,11.45,5.48,none
24538,PRJ_0799,2019-03-01,12.6,6.41,none
24539,PRJ_0799,2019-04-01,13.56,7.06,
24540,PRJ_0799,2019-05-01,14.25,7.1,subcontractor dispute
24541,PRJ_0799,2019-06-01,16.94,8.48,none
24542,PRJ_0799,2019-07-01,16.55,8.64,none
24543,PRJ_0799,2019-08-01,21.05,10.67,none
24544,PRJ_0799,2019-09-01,26.11,13.86,
24545,PRJ_0799,2019-10-01,33.08,15.6,none
24546,PRJ_0799,2019-11-01,32.13,15.6,none
24547,PRJ_0799,2019-12-01,35.55,18.33,none
24548,PRJ_0799,2020-01-01,34.89,18.33,none
24549,PRJ_0799,2020-01-01,38.86,20.28,
24550,PRJ_0799,2020-03-01,46.99,23.66,none
24551,PRJ_0799,2020-04-01,49.47,25.66,none
24552,PRJ_0799,2020-05-01,54.95,26.92,law and order issue
24553,PRJ_0799,2020-06-01,59.02,28.03,equipment procurement delay
24554,PRJ_0799,2020-07-01,58.9,30.58,none
24555,PRJ_0799,2020-08-01,70.11,35.26,none
24556,PRJ_0799,2020-08-01,69.27,35.26,none
24557,PRJ_0799,2020-10-01,78.34,39.12,
24558,PRJ_0799,2020-10-01,85.66,41.97,none
24559,PRJ_0799,2020-12-01,83.45,42.75,none
24560,PRJ_0799,2020-12-01,98.05,48.11,none
24561,PRJ_0799,2021-01-01,94.39,48.35,fund release delay
24562,PRJ_0799,2021-03-01,114.26,54.61,subcontractor dispute
24563,PRJ_0799,2021-04-01,106.66,56.43,none
24564,PRJ_0799,2021-05-01,110.6,59.0,monsoon disruption
24565,PRJ_0799,2021-06-01,127.6,61.98,none
24566,PRJ_0799,2021-07-01,119.88,64.02,none
24567,PRJ_0799,2021-08-01,140.1,67.31,none
24568,PRJ_0799,2021-09-01,142.71,69.51,
24569,PRJ_0799,2021-10-01,143.68,69.93,none
24570,PRJ_0799,2021-10-01,145.37,74.31,none
24571,PRJ_0799,2021-12-01,156.35,76.76,equipment procurement delay
24572,PRJ_0799,2021-12-01,150.51,78.46,none
24573,PRJ_0799,2022-01-01,168.25,79.16,none
24574,PRJ_0799,2022-03-01,153.75,81.49,none
24575,PRJ_0799,2022-04-01,162.86,85.01,none
24576,PRJ_0799,2022-05-01,165.15,85.01,
24577,PRJ_0800,2017-05-01,7.05,4.7,none
24578,PRJ_0800,2017-05-01,12.0,7.58,fund release delay
24579,PRJ_0800,2017-06-01,11.26,7.58,none
24580,PRJ_0800,2017-07-01,11.56,7.58,equipment procurement delay
24581,PRJ_0800,2017-08-01,12.14,7.75,
24582,PRJ_0800,2017-09-01,14.56,9.13,none
24583,PRJ_0800,2017-10-01,14.43,9.13,none
24584,PRJ_0800,2017-11-01,14.81,9.69,none
24585,PRJ_0800,2017-12-01,16.83,10.54,none
24586,PRJ_0800,2018-01-01,16.1,11.05,none
24587,PRJ_0800,2018-03-01,18.48,11.51,none
24588,PRJ_0800,2018-03-01,20.48,13.98,none
24589,PRJ_0800,2018-05-01,21.55,14.61,
24590,PRJ_0800,2018-05-01,22.16,14.61,design change approval pending
24591,PRJ_0800,2018-07-01,22.58,15.78,monsoon disruption
24592,PRJ_0800,2018-07-01,29.19,18.36,none
24593,PRJ_0800,2018-08-01,27.28,18.7,none
24594,PRJ_0800,2018-09-01,27.49,18.96,raw material supply shortage
24595,PRJ_0800,2018-10-01,32.11,20.12,none
24596,PRJ_0800,2018-11-01,33.14,22.91,
24597,PRJ_0800,2018-12-01,38.05,23.63,
24598,PRJ_0800,2019-01-01,40.2,26.35,none
24599,PRJ_0800,2019-03-01,40.78,28.19,
24600,PRJ_0800,2019-04-01,45.85,31.81,none
24601,PRJ_0800,2019-05-01,53.21,32.64,law and order issue
24602,PRJ_0800,2019-05-01,61.02,33.59,none
24603,PRJ_0800,2019-07-01,62.45,36.92,none
24604,PRJ_0800,2019-07-01,63.07,38.13,none
24605,PRJ_0800,2019-08-01,74.3,41.88,none
24606,PRJ_0800,2019-09-01,70.68,41.88,none
24607,PRJ_0800,2019-10-01,77.71,43.38,subcontractor dispute
24608,PRJ_0800,2019-11-01,78.42,46.39,
24609,PRJ_0800,2019-12-01,83.36,50.5,law and order issue
24610,PRJ_0800,2020-01-01,85.53,50.5,none
24611,PRJ_0800,2020-02-01,91.52,52.39,none
24612,PRJ_0800,2020-03-01,91.22,55.98,
24613,PRJ_0800,2020-04-01,93.62,56.35,monsoon disruption
24614,PRJ_0800,2020-05-01,95.77,58.22,none
24615,PRJ_0800,2020-06-01,103.38,61.03,none
24616,PRJ_0800,2020-07-01,108.8,65.32,none
24617,PRJ_0800,2020-08-01,109.01,66.87,equipment procurement delay
24618,PRJ_0800,2020-09-01,123.36,68.79,equipment procurement delay
24619,PRJ_0800,2020-10-01,117.15,70.49,subcontractor dispute
24620,PRJ_0800,2020-11-01,127.92,71.24,none
24621,PRJ_0800,2020-12-01,122.9,73.42,design change approval pending
24622,PRJ_0800,2021-01-01,135.61,77.12,none
24623,PRJ_0800,2021-03-01,126.95,78.23,none
24624,PRJ_0800,2021-03-01,134.47,78.23,none
24625,PRJ_0801,2018-02-01,207.98,5.39,none
24626,PRJ_0801,2018-03-01,273.37,7.0,none
24627,PRJ_0801,2018-04-01,355.42,8.72,raw material supply shortage
24628,PRJ_0801,2018-05-01,375.06,8.8,fund release delay
24629,PRJ_0801,2018-06-01,357.62,8.8,
24630,PRJ_0801,2018-07-01,468.04,10.91,monsoon disruption
24631,PRJ_0801,2018-08-01,595.48,14.24,subcontractor dispute
24632,PRJ_0801,2018-09-01,557.07,14.24,monsoon disruption
24633,PRJ_0801,2018-10-01,626.66,15.21,none
24634,PRJ_0801,2018-11-01,747.88,18.93,none
24635,PRJ_0801,2018-12-01,952.99,22.59,raw material supply shortage
24636,PRJ_0801,2019-01-01,984.52,23.41,none
24637,PRJ_0801,2019-02-01,987.01,26.08,none
24638,PRJ_0801,2019-03-01,1299.22,32.58,monsoon disruption
24639,PRJ_0801,2019-04-01,1448.56,36.47,none
24640,PRJ_0801,2019-05-01,1546.45,40.08,
24641,PRJ_0801,2019-06-01,1809.78,42.64,raw material supply shortage
24642,PRJ_0801,2019-07-01,1702.79,45.57,none
24643,PRJ_0801,2019-08-01,2014.9,48.26,none
24644,PRJ_0801,2019-09-01,2161.95,53.91,fund release delay
24645,PRJ_0801,2019-10-01,2450.23,59.03,none
24646,PRJ_0801,2019-11-01,2569.04,61.54,none
24647,PRJ_0801,2019-12-01,2659.18,65.16,none
24648,PRJ_0802,2018-06-01,23.53,0.86,utility shifting pending; law and order issue
24649,PRJ_0802,2018-07-01,31.87,1.14,utility shifting pending; design change approval pending
24650,PRJ_0802,2018-07-01,55.41,1.96,environmental clearance pending
24651,PRJ_0802,2018-08-01,72.2,2.7,forest clearance delayed
24652,PRJ_0802,2018-09-01,82.8,3.27,forest clearance delayed
24653,PRJ_0802,2018-10-01,90.42,3.51,land acquisition delay
24654,PRJ_0802,2018-11-01,131.57,4.64,forest clearance delayed
24655,PRJ_0802,2018-12-01,138.47,5.34,land acquisition delay; fund release delay
24656,PRJ_0802,2019-01-01,149.04,5.69,land acquisition delay
24657,PRJ_0802,2019-03-01,254.61,6.8,land acquisition delay
24658,PRJ_0802,2019-04-01,291.5,7.8,land acquisition delay
24659,PRJ_0802,2019-05-01,326.03,8.61,utility shifting pending
24660,PRJ_0802,2019-06-01,1008.52,27.2,none
24661,PRJ_0802,2019-07-01,1267.04,33.98,none
24662,PRJ_0802,2019-08-01,1345.81,35.92,none
24663,PRJ_0802,2019-08-01,1478.58,39.52,none
24664,PRJ_0802,2019-10-01,1681.66,42.49,none
24665,PRJ_0802,2019-10-01,1718.04,46.11,none
24666,PRJ_0803,2019-06-01,0.86,0.3,forest clearance delayed; design change approval pending
24667,PRJ_0803,2019-07-01,1.45,0.56,right of way (RoW) dispute; equipment procurement delay
24668,PRJ_0803,2019-07-01,4.72,1.62,environmental clearance pending
24669,PRJ_0803,2019-08-01,5.12,1.91,utility shifting pending; fund release delay
24670,PRJ_0803,2019-09-01,7.87,2.84,utility shifting pending; equipment procurement delay
24671,PRJ_0803,2019-10-01,8.35,3.07,contractor mobilization pending; law and order issue
24672,PRJ_0803,2019-11-01,10.88,3.27,land acquisition delay; law and order issue
24673,PRJ_0803,2019-12-01,13.17,3.6,right of way (RoW) dispute; law and order issue
24674,PRJ_0803,2020-01-01,14.51,3.89,utility shifting pending
24675,PRJ_0803,2020-02-01,15.34,4.2,environmental clearance pending; law and order issue
24676,PRJ_0803,2020-03-01,16.75,4.53,contractor mobilization pending; design change approval pending
24677,PRJ_0803,2020-04-01,17.61,4.89,environmental clearance pending; subcontractor dispute
24678,PRJ_0803,2020-05-01,48.02,13.38,equipment procurement delay
24679,PRJ_0804,2023-04-01,2.13,0.62,land acquisition delay; fund release delay
24680,PRJ_0804,2023-05-01,4.95,1.49,forest clearance delayed
24681,PRJ_0804,2023-05-01,7.56,2.34,utility shifting pending
24682,PRJ_0804,2023-07-01,8.92,2.77,contractor mobilization pending
24683,PRJ_0804,2023-07-01,10.24,3.0,right of way (RoW) dispute
24684,PRJ_0804,2023-08-01,13.42,4.13,forest clearance delayed; law and order issue
24685,PRJ_0804,2023-09-01,15.77,4.67,forest clearance delayed; subcontractor dispute
24686,PRJ_0804,2023-10-01,15.89,5.09,land acquisition delay
24687,PRJ_0804,2023-11-01,20.32,5.95,
24688,PRJ_0804,2023-12-01,20.79,6.38,utility shifting pending
24689,PRJ_0804,2024-01-01,23.82,7.48,utility shifting pending; equipment procurement delay
24690,PRJ_0804,2024-02-01,26.79,8.4,forest clearance delayed
24691,PRJ_0804,2024-03-01,77.66,23.32,none
24692,PRJ_0804,2024-04-01,83.86,25.88,none
24693,PRJ_0804,2024-05-01,95.29,27.78,design change approval pending
24694,PRJ_0804,2024-06-01,104.06,30.81,none
24695,PRJ_0804,2024-07-01,125.74,36.19,none
24696,PRJ_0804,2024-08-01,124.66,36.7,none
24697,PRJ_0804,2024-09-01,135.27,41.78,none
24698,PRJ_0804,2024-10-01,143.65,44.35,none
24699,PRJ_0804,2024-11-01,167.48,48.4,none
24700,PRJ_0804,2024-12-01,247.18,53.25,
24701,PRJ_0804,2025-01-01,263.5,55.15,
24702,PRJ_0804,2025-03-01,265.05,58.89,none
24703,PRJ_0804,2025-03-01,274.57,63.4,none
24704,PRJ_0804,2025-04-01,298.5,63.83,none
24705,PRJ_0804,2025-05-01,297.69,69.78,none
24706,PRJ_0804,2025-06-01,323.1,72.29,raw material supply shortage
24707,PRJ_0804,2025-07-01,321.93,74.83,law and order issue
24708,PRJ_0804,2025-08-01,371.58,78.5,equipment procurement delay
24709,PRJ_0804,2025-09-01,372.74,78.63,
24710,PRJ_0804,2025-10-01,371.87,82.81,none
24711,PRJ_0804,2025-11-01,407.28,85.05,none
24712,PRJ_0804,2025-12-01,362.54,85.05,none
24713,PRJ_0804,2026-01-01,388.16,86.13,none
24714,PRJ_0804,2026-03-01,373.23,86.69,none
24715,PRJ_0804,2026-03-01,425.82,91.57,none
24716,PRJ_0804,2026-05-01,442.22,92.41,none
24717,PRJ_0804,2026-05-01,427.09,92.41,none
24718,PRJ_0804,2026-07-01,419.82,92.41,none
24719,PRJ_0804,2026-07-01,400.0,92.66,none
24720,PRJ_0804,2026-08-01,423.91,92.98,none
24721,PRJ_0805,2022-08-01,29.58,0.76,right of way (RoW) dispute; law and order issue
24722,PRJ_0805,2022-08-01,47.18,1.13,environmental clearance pending; raw material supply shortage
24723,PRJ_0805,2022-09-01,60.63,1.52,environmental clearance pending; raw material supply shortage
24724,PRJ_0805,2022-10-01,108.83,2.67,environmental clearance pending
24725,PRJ_0805,2022-11-01,125.89,3.19,utility shifting pending
24726,PRJ_0805,2022-12-01,146.51,3.54,land acquisition delay; design change approval pending
24727,PRJ_0805,2023-01-01,160.13,3.91,environmental clearance pending
24728,PRJ_0805,2023-03-01,164.43,4.32,contractor mobilization pending; raw material supply shortage
24729,PRJ_0805,2023-04-01,238.48,4.53,right of way (RoW) dispute
24730,PRJ_0805,2023-05-01,267.38,4.99,utility shifting pending
24731,PRJ_0805,2023-06-01,292.06,5.73,right of way (RoW) dispute; raw material supply shortage
24732,PRJ_0805,2023-07-01,334.58,6.35,land acquisition delay
24733,PRJ_0805,2023-08-01,955.47,18.25,none
24734,PRJ_0805,2023-08-01,1032.24,19.15,none
24735,PRJ_0805,2023-10-01,1120.87,22.42,fund release delay
24736,PRJ_0805,2023-10-01,1286.5,23.97,none
24737,PRJ_0806,2016-02-01,4.84,1.02,
24738,PRJ_0806,2016-03-01,6.23,1.34,land acquisition delay
24739,PRJ_0806,2016-04-01,9.06,1.84,forest clearance delayed
24740,PRJ_0806,2016-05-01,12.1,2.55,forest clearance delayed
24741,PRJ_0806,2016-06-01,14.59,2.99,utility shifting pending; design change approval pending
24742,PRJ_0806,2016-07-01,16.23,3.33,utility shifting pending; subcontractor dispute
24743,PRJ_0806,2016-08-01,17.84,3.64,utility shifting pending; subcontractor dispute
24744,PRJ_0806,2016-09-01,17.82,3.99,land acquisition delay
24745,PRJ_0806,2016-10-01,19.65,4.36,environmental clearance pending
24746,PRJ_0806,2016-10-01,22.66,4.77,forest clearance delayed
24747,PRJ_0806,2016-12-01,25.58,5.2,land acquisition delay; law and order issue
24748,PRJ_0806,2016-12-01,28.13,5.63,land acquisition delay
24749,PRJ_0806,2017-01-01,93.73,14.88,none
24750,PRJ_0806,2017-03-01,97.35,15.33,raw material supply shortage
24751,PRJ_0806,2017-04-01,130.33,20.09,
24752,PRJ_0806,2017-05-01,125.37,20.09,none
24753,PRJ_0806,2017-06-01,125.93,21.12,none
24754,PRJ_0806,2017-07-01,152.85,24.69,design change approval pending
24755,PRJ_0806,2017-08-01,152.65,24.95,none
24756,PRJ_0806,2017-09-01,168.56,25.5,none
24757,PRJ_0806,2017-10-01,167.87,27.05,subcontractor dispute
24758,PRJ_0806,2017-11-01,195.81,31.93,none
24759,PRJ_0806,2017-12-01,208.97,32.97,none
24760,PRJ_0806,2018-01-01,242.95,37.41,none
24761,PRJ_0807,2016-06-01,16.78,7.05,none
24762,PRJ_0807,2016-07-01,18.53,7.05,none
24763,PRJ_0807,2016-07-01,18.57,7.44,law and order issue
24764,PRJ_0807,2016-08-01,17.69,7.44,none
24765,PRJ_0807,2016-09-01,20.85,8.12,design change approval pending
24766,PRJ_0807,2016-10-01,25.28,10.34,none
24767,PRJ_0807,2016-11-01,28.92,11.08,none
24768,PRJ_0807,2016-12-01,28.73,11.47,
24769,PRJ_0807,2017-01-01,29.88,11.47,none
24770,PRJ_0807,2017-03-01,37.87,15.1,none
24771,PRJ_0807,2017-04-01,41.41,16.13,
24772,PRJ_0807,2017-05-01,42.48,17.36,none
24773,PRJ_0807,2017-06-01,48.93,18.48,none
24774,PRJ_0807,2017-07-01,53.71,20.41,none
24775,PRJ_0807,2017-08-01,51.97,20.41,none
24776,PRJ_0807,2017-08-01,54.61,21.95,design change approval pending
24777,PRJ_0807,2017-10-01,59.18,23.97,none
24778,PRJ_0807,2017-10-01,71.6,27.67,raw material supply shortage
24779,PRJ_0807,2017-11-01,72.7,27.95,none
24780,PRJ_0807,2017-12-01,74.82,30.64,monsoon disruption
24781,PRJ_0807,2018-01-01,87.08,34.91,none
24782,PRJ_0807,2018-03-01,89.7,36.74,
24783,PRJ_0807,2018-04-01,96.59,39.52,none
24784,PRJ_0807,2018-05-01,101.11,40.41,design change approval pending
24785,PRJ_0807,2018-06-01,105.5,45.63,none
24786,PRJ_0807,2018-07-01,103.59,45.69,none
24787,PRJ_0807,2018-08-01,116.43,49.66,design change approval pending
24788,PRJ_0807,2018-08-01,133.01,51.94,none
24789,PRJ_0807,2018-10-01,130.3,54.31,monsoon disruption
24790,PRJ_0807,2018-10-01,136.47,60.2,none
24791,PRJ_0807,2018-12-01,146.41,61.72,fund release delay
24792,PRJ_0807,2018-12-01,165.48,65.17,subcontractor dispute
24793,PRJ_0807,2019-01-01,152.63,65.62,none
24794,PRJ_0807,2019-03-01,174.37,68.23,none
24795,PRJ_0807,2019-04-01,179.22,69.99,fund release delay
24796,PRJ_0807,2019-05-01,174.06,74.38,fund release delay
24797,PRJ_0807,2019-06-01,173.65,76.4,none
24798,PRJ_0807,2019-07-01,183.37,77.44,none
24799,PRJ_0807,2019-08-01,189.52,78.85,none
24800,PRJ_0807,2019-09-01,199.11,80.93,
24801,PRJ_0807,2019-10-01,213.31,83.36,
24802,PRJ_0807,2019-10-01,210.34,85.16,none
24803,PRJ_0807,2019-12-01,195.35,85.16,none
24804,PRJ_0807,2019-12-01,204.81,85.16,none
24805,PRJ_0807,2020-01-01,218.18,88.75,none
24806,PRJ_0807,2020-03-01,216.21,91.01,none
24807,PRJ_0807,2020-04-01,230.42,91.01,none
24808,PRJ_0807,2020-05-01,218.89,91.01,none
24809,PRJ_0808,2021-04-01,14.22,6.78,none
24810,PRJ_0808,2021-05-01,14.93,6.78,subcontractor dispute
24811,PRJ_0808,2021-05-01,18.83,8.79,none
24812,PRJ_0808,2021-07-01,19.65,8.79,
24813,PRJ_0808,2021-07-01,23.23,9.95,raw material supply shortage
24814,PRJ_0808,2021-08-01,27.6,13.22,none
24815,PRJ_0808,2021-09-01,27.32,13.22,none
24816,PRJ_0808,2021-10-01,32.97,14.64,fund release delay
24817,PRJ_0808,2021-11-01,35.38,16.98,equipment procurement delay
24818,PRJ_0808,2021-12-01,38.53,18.23,equipment procurement delay
24819,PRJ_0808,2022-01-01,52.33,22.09,none
24820,PRJ_0808,2022-03-01,53.27,24.14,none
24821,PRJ_0808,2022-04-01,70.59,29.14,none
24822,PRJ_0808,2022-05-01,69.54,30.33,none
24823,PRJ_0808,2022-06-01,73.86,33.04,subcontractor dispute
24824,PRJ_0808,2022-07-01,89.77,39.44,raw material supply shortage
24825,PRJ_0808,2022-08-01,104.29,42.59,none
24826,PRJ_0808,2022-08-01,108.12,46.96,none
24827,PRJ_0808,2022-09-01,110.04,49.47,none
24828,PRJ_0808,2022-10-01,120.98,54.96,fund release delay
24829,PRJ_0808,2022-11-01,123.32,56.08,subcontractor dispute
24830,PRJ_0809,2022-09-01,21.82,6.59,none
24831,PRJ_0809,2022-10-01,23.01,7.24,none
24832,PRJ_0809,2022-10-01,34.72,10.59,none
24833,PRJ_0809,2022-12-01,33.19,10.64,none
24834,PRJ_0809,2022-12-01,38.2,11.51,equipment procurement delay
24835,PRJ_0809,2023-01-01,46.5,14.56,none
24836,PRJ_0809,2023-03-01,64.53,19.63,subcontractor dispute
24837,PRJ_0809,2023-04-01,63.02,21.09,none
24838,PRJ_0809,2023-05-01,87.85,27.72,none
24839,PRJ_0809,2023-06-01,111.62,30.2,none
24840,PRJ_0809,2023-07-01,132.27,37.62,none
24841,PRJ_0809,2023-08-01,141.57,42.55,
24842,PRJ_0809,2023-09-01,181.67,49.07,none
24843,PRJ_0809,2023-10-01,189.79,53.37,none
24844,PRJ_0809,2023-11-01,209.99,59.07,design change approval pending
24845,PRJ_0809,2023-12-01,221.5,63.3,none
24846,PRJ_0809,2024-01-01,233.89,67.65,monsoon disruption
24847,PRJ_0809,2024-01-01,246.71,72.85,none
24848,PRJ_0810,2016-03-01,6.68,0.96,utility shifting pending
24849,PRJ_0810,2016-03-01,12.36,1.72,contractor mobilization pending; monsoon disruption
24850,PRJ_0810,2016-04-01,15.88,2.31,land acquisition delay
24851,PRJ_0810,2016-05-01,18.41,2.6,environmental clearance pending
24852,PRJ_0810,2016-06-01,20.25,2.86,environmental clearance pending; design change approval pending
24853,PRJ_0810,2016-07-01,21.06,3.1,environmental clearance pending; monsoon disruption
24854,PRJ_0810,2016-08-01,22.11,3.35,
24855,PRJ_0810,2016-09-01,24.33,3.63,
24856,PRJ_0810,2016-10-01,29.16,3.93,land acquisition delay
24857,PRJ_0810,2016-11-01,30.91,4.2,utility shifting pending
24858,PRJ_0810,2016-12-01,33.64,4.59,right of way (RoW) dispute; monsoon disruption
24859,PRJ_0810,2017-01-01,36.41,4.94,contractor mobilization pending; law and order issue
24860,PRJ_0810,2017-03-01,111.96,15.19,none
24861,PRJ_0810,2017-03-01,103.16,15.54,fund release delay
24862,PRJ_0810,2017-05-01,114.63,15.54,none
24863,PRJ_0810,2017-05-01,107.09,15.59,equipment procurement delay
24864,PRJ_0810,2017-07-01,114.79,16.12,none
24865,PRJ_0810,2017-07-01,144.62,19.49,none
24866,PRJ_0810,2017-08-01,155.58,22.19,none
24867,PRJ_0810,2017-09-01,156.02,22.52,none
24868,PRJ_0810,2017-10-01,165.21,22.52,none
24869,PRJ_0810,2017-11-01,176.39,25.42,none
24870,PRJ_0810,2017-12-01,181.86,25.42,none
24871,PRJ_0810,2018-01-01,249.47,28.24,none
24872,PRJ_0810,2018-03-01,279.63,31.95,law and order issue
24873,PRJ_0810,2018-03-01,306.55,32.38,design change approval pending
24874,PRJ_0810,2018-05-01,338.46,35.65,
24875,PRJ_0810,2018-05-01,329.18,37.82,
24876,PRJ_0810,2018-07-01,342.26,40.03,none
24877,PRJ_0810,2018-07-01,345.69,40.03,none
24878,PRJ_0810,2018-08-01,399.52,44.23,monsoon disruption
24879,PRJ_0810,2018-09-01,386.25,44.23,none
24880,PRJ_0810,2018-10-01,419.89,45.37,none
24881,PRJ_0810,2018-11-01,434.82,47.1,none
24882,PRJ_0810,2018-12-01,482.22,52.19,none
24883,PRJ_0810,2019-01-01,482.72,54.56,none
24884,PRJ_0810,2019-03-01,511.77,54.56,
24885,PRJ_0810,2019-04-01,537.02,58.86,monsoon disruption
24886,PRJ_0810,2019-05-01,552.88,60.94,subcontractor dispute
24887,PRJ_0810,2019-06-01,554.05,60.94,none
24888,PRJ_0810,2019-07-01,569.25,62.63,
24889,PRJ_0810,2019-07-01,563.25,64.34,none
24890,PRJ_0810,2019-08-01,600.25,69.21,none
24891,PRJ_0810,2019-09-01,671.38,69.21,none
24892,PRJ_0810,2019-10-01,660.94,71.67,law and order issue
24893,PRJ_0810,2019-11-01,681.59,74.49,
24894,PRJ_0811,2019-01-01,57.13,5.83,none
24895,PRJ_0811,2019-01-01,83.81,7.83,subcontractor dispute
24896,PRJ_0811,2019-03-01,84.37,7.89,none
24897,PRJ_0811,2019-04-01,82.79,7.89,subcontractor dispute
24898,PRJ_0811,2019-05-01,98.68,10.09,none
24899,PRJ_0811,2019-06-01,101.62,10.09,none
24900,PRJ_0811,2019-07-01,139.52,13.35,subcontractor dispute
24901,PRJ_0811,2019-08-01,147.41,14.37,none
24902,PRJ_0811,2019-09-01,151.47,14.73,law and order issue
24903,PRJ_0811,2019-10-01,174.33,18.12,none
24904,PRJ_0811,2019-11-01,217.22,21.74,design change approval pending
24905,PRJ_0811,2019-12-01,235.68,23.55,monsoon disruption
24906,PRJ_0812,2018-11-01,8.64,4.36,none
24907,PRJ_0812,2018-12-01,13.97,7.05,none
24908,PRJ_0812,2018-12-01,14.79,7.05,design change approval pending
24909,PRJ_0812,2019-01-01,15.06,8.03,none
24910,PRJ_0812,2019-03-01,15.03,8.03,
24911,PRJ_0812,2019-04-01,15.65,8.03,none
24912,PRJ_0812,2019-05-01,19.69,10.23,none
24913,PRJ_0812,2019-06-01,20.08,10.23,equipment procurement delay
24914,PRJ_0812,2019-07-01,24.2,11.58,
24915,PRJ_0812,2019-08-01,28.67,14.22,none
24916,PRJ_0812,2019-09-01,28.95,14.22,none
24917,PRJ_0812,2019-10-01,30.68,15.37,raw material supply shortage
24918,PRJ_0812,2019-11-01,33.77,16.99,
24919,PRJ_0812,2019-12-01,36.5,19.47,raw material supply shortage
24920,PRJ_0812,2020-01-01,38.23,19.47,none
24921,PRJ_0812,2020-01-01,41.56,21.75,none
24922,PRJ_0812,2020-03-01,45.21,22.16,
24923,PRJ_0812,2020-04-01,49.39,24.68,raw material supply shortage
24924,PRJ_0812,2020-05-01,53.32,25.96,raw material supply shortage
24925,PRJ_0812,2020-06-01,60.18,28.86,subcontractor dispute
24926,PRJ_0812,2020-07-01,62.06,31.35,subcontractor dispute
24927,PRJ_0812,2020-08-01,64.74,33.13,monsoon disruption
24928,PRJ_0812,2020-08-01,70.81,34.51,none
24929,PRJ_0812,2020-10-01,77.16,38.77,none
24930,PRJ_0812,2020-10-01,80.48,40.37,none
24931,PRJ_0812,2020-11-01,91.87,44.1,fund release delay
24932,PRJ_0812,2020-12-01,96.58,45.68,none
24933,PRJ_0812,2021-01-01,101.74,46.63,none
24934,PRJ_0812,2021-03-01,104.96,50.51,none
24935,PRJ_0812,2021-04-01,114.84,52.7,law and order issue
24936,PRJ_0812,2021-05-01,109.22,53.39,none
24937,PRJ_0812,2021-06-01,115.31,59.06,none
24938,PRJ_0812,2021-07-01,124.53,60.76,none
24939,PRJ_0812,2021-08-01,129.39,61.47,raw material supply shortage
24940,PRJ_0812,2021-08-01,137.14,66.36,none
24941,PRJ_0812,2021-10-01,134.3,66.36,raw material supply shortage
24942,PRJ_0812,2021-10-01,141.01,71.51,none
24943,PRJ_0812,2021-12-01,157.72,71.51,
24944,PRJ_0812,2021-12-01,160.43,75.31,none
24945,PRJ_0812,2022-01-01,151.1,75.31,none
24946,PRJ_0813,2017-08-01,2.91,0.84,utility shifting pending
24947,PRJ_0813,2017-08-01,7.07,1.92,
24948,PRJ_0813,2017-09-01,9.98,2.58,land acquisition delay; monsoon disruption
24949,PRJ_0813,2017-10-01,10.29,2.79,contractor mobilization pending
24950,PRJ_0813,2017-11-01,10.93,3.16,right of way (RoW) dispute
24951,PRJ_0813,2017-12-01,13.61,3.5,
24952,PRJ_0813,2018-01-01,14.2,3.86,forest clearance delayed; equipment procurement delay
24953,PRJ_0813,2018-03-01,15.39,4.26,contractor mobilization pending
24954,PRJ_0813,2018-04-01,16.22,4.69,utility shifting pending
24955,PRJ_0813,2018-05-01,19.52,5.08,utility shifting pending
24956,PRJ_0813,2018-06-01,26.73,5.67,utility shifting pending; monsoon disruption
