project_id,project_name,ministry,sector,implementing_agency,state,latitude,longitude,approval_date,original_cost_cr,revised_cost_cr,approved_completion_date,revised_completion_date,cumulative_expenditure_cr,num_milestones,milestones_completed,milestones_delayed,status
PRJ_1016,Roads Infrastructure Development at Odisha Section Pkg-9,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Odisha,20.5916,84.8475,2019-10-01,503.13,489.55,2021-12-30,2022-11-29,406.7,7,6,1,Delayed
PRJ_1017,Roads Infrastructure Development at Andhra Pradesh Section Pkg-1,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Andhra Pradesh,15.3686,80.2718,2023-11-01,150.0,205.65,2027-07-02,2027-12-31,107.82,15,8,0,Delayed
PRJ_1018,Educational Infrastructure Development at Odisha Section Pkg-2,Department of Higher Education,Educational Infrastructure,NBCC,Odisha,21.4853,85.4109,2020-07-01,1493.96,1839.06,2024-12-30,2027-05-31,1191.98,6,3,2,Delayed
PRJ_1019,Airports Infrastructure Development at Karnataka Section Pkg-3,Ministry of Civil Aviation,Airports & Aviation,Adani Airport Holdings,Karnataka,14.9259,76.1677,2017-09-01,2405.78,3276.67,2020-12-01,2022-12-31,2638.21,16,12,3,Delayed
PRJ_1020,Roads Infrastructure Development at Odisha Section Pkg-4,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Odisha,21.3385,84.893,2023-11-01,556.59,752.51,2028-06-01,2029-12-31,195.14,24,5,9,Stalled
PRJ_1021,Roads Infrastructure Development at Nagaland Section Pkg-5,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Nagaland,25.978,95.1356,2019-02-01,1674.63,1590.9,2023-06-02,2023-12-01,1387.83,14,12,0,Delayed
PRJ_1022,Roads Infrastructure Development at Uttar Pradesh Section Pkg-6,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Uttar Pradesh,27.0248,80.7336,2016-09-01,1889.74,2005.01,2018-07-02,2018-08-01,1841.51,21,18,0,Ongoing
PRJ_1023,Railways Infrastructure Development at West Bengal Section Pkg-7,Ministry of Railways,Railways,Dedicated Freight Corridor Corp,West Bengal,23.1782,88.0585,2023-04-01,706.35,782.64,2024-09-29,2025-01-28,647.04,9,6,0,Delayed
PRJ_1024,Railways Infrastructure Development at Mizoram Section Pkg-8,Ministry of Railways,Railways,IRCON,Mizoram,23.3645,93.5006,2020-12-01,751.58,765.86,2025-08-31,2026-04-01,203.08,21,5,2,Delayed
PRJ_1025,Roads Infrastructure Development at Uttarakhand Section Pkg-9,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Uttarakhand,29.9526,78.7799,2022-08-01,1136.46,1277.38,2025-05-31,2027-01-29,1252.93,18,16,1,Delayed
PRJ_1026,Coal Infrastructure Development at Andhra Pradesh Section Pkg-1,Ministry of Coal,Coal Mining,Coal India Ltd (CIL),Andhra Pradesh,,80.0053,2020-04-01,676.9,743.91,2024-12-30,2025-08-30,610.09,12,9,0,Delayed
PRJ_1027,Railways Infrastructure Development at Assam Section Pkg-2,Ministry of Railways,Railways,Dedicated Freight Corridor Corp,Assam,25.612,93.3575,2017-01-01,5215.55,5319.86,2018-07-02,2019-04-01,5003.19,12,11,1,Delayed
PRJ_1028,Roads Infrastructure Development at Andhra Pradesh Section Pkg-3,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Andhra Pradesh,16.1337,80.1643,2019-06-01,753.6,715.92,2022-11-30,2022-11-30,715.92,13,12,2,Ongoing
PRJ_1029,Steel Infrastructure Development at Karnataka Section Pkg-4,Ministry of Steel,Steel & Heavy Industry,SAIL,Karnataka,15.125,76.2874,2020-02-01,1297.65,1327.5,2024-03-02,2024-03-02,278.9,15,3,0,Ongoing
PRJ_1030,Steel Infrastructure Development at Andhra Pradesh Section Pkg-5,Ministry of Steel,Steel & Heavy Industry,NMDC,Andhra Pradesh,16.1517,79.8844,2016-09-01,291.75,299.63,2021-03-02,2021-05-01,263.08,21,18,2,Ongoing
PRJ_1031,Roads Infrastructure Development at Uttar Pradesh Section Pkg-6,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Uttar Pradesh,27.0491,80.5162,2019-03-01,741.16,704.1,2022-05-31,2022-10-30,650.88,22,21,0,Delayed
PRJ_1032,Roads Infrastructure Development at Karnataka Section Pkg-7,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Karnataka,15.6064,76.2328,2019-09-01,3307.25,4537.55,2022-08-01,2025-08-31,2105.69,23,11,11,Delayed
PRJ_1033,Railways Infrastructure Development at Andhra Pradesh Section Pkg-8,Ministry of Railways,Railways,IRCON,Andhra Pradesh,15.4589,79.2963,2017-01-01,381.54,388.79,2021-03-02,2021-04-01,354.31,20,17,1,Ongoing
PRJ_1034,Roads Infrastructure Development at Punjab Section Pkg-9,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Punjab,30.8656,,2021-10-01,150.0,154.65,2025-07-01,2026-07-31,38.89,12,2,0,Delayed
PRJ_1035,Roads Infrastructure Development at Maharashtra Section Pkg-1,Ministry of Road Transport & Highways,Roads & Highways,NHAI,Maharashtra,,75.2504,2017-09-01,2010.38,2139.04,2021-12-01,2021-12-31,1919.27,24,20,2,Ongoing
PRJ_1036,Roads Infrastructure Development at Jharkhand Section Pkg-2,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Jharkhand,23.8237,85.3174,2018-06-01,259.69,286.18,2020-05-01,2020-05-31,171.29,19,11,1,Delayed
PRJ_1037,Roads Infrastructure Development at Uttar Pradesh Section Pkg-3,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Uttar Pradesh,26.8229,80.8004,2021-02-01,6642.88,6636.24,2025-11-01,2025-11-01,2110.57,18,5,1,Ongoing
PRJ_1038,Power Infrastructure Development at Uttar Pradesh Section Pkg-4,Ministry of Power,Power Transmission & Generation,NTPC,Uttar Pradesh,26.47,81.0041,2021-08-01,1928.24,1991.87,2025-11-30,2026-07-01,1596.86,24,19,0,Delayed
PRJ_1039,Urban Infrastructure Development at Jharkhand Section Pkg-5,Ministry of Housing & Urban Affairs,Urban Infrastructure & Metro,MMRDA,Jharkhand,24.0881,85.5667,2021-09-01,1322.74,1256.6,2026-09-01,2026-10-31,1004.06,12,10,1,Ongoing
PRJ_1040,Roads Infrastructure Development at Haryana Section Pkg-6,Ministry of Road Transport & Highways,Roads & Highways,NHAI,Haryana,29.041,76.3756,2018-11-01,468.45,470.79,2022-12-01,2023-04-01,90.4,23,4,0,Delayed
PRJ_1041,Roads Infrastructure Development at Uttar Pradesh Section Pkg-7,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Uttar Pradesh,27.4265,,2017-10-01,409.01,516.99,2019-08-01,2021-07-01,212.47,9,3,1,Delayed
PRJ_1042,Roads Infrastructure Development at Kerala Section Pkg-8,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Kerala,10.6602,75.7176,2019-11-01,1478.3,1500.47,2023-04-01,2023-10-31,405.73,17,4,1,Delayed
PRJ_1043,Roads Infrastructure Development at Madhya Pradesh Section Pkg-9,Ministry of Road Transport & Highways,Roads & Highways,NHAI,Madhya Pradesh,22.8279,78.0716,2016-10-01,949.02,968.0,2018-06-01,2019-11-30,776.32,14,11,3,Delayed
PRJ_1044,Roads Infrastructure Development at Madhya Pradesh Section Pkg-1,Ministry of Road Transport & Highways,Roads & Highways,NHAI,Madhya Pradesh,,78.6642,2019-06-01,3550.59,3621.6,2021-06-30,2022-06-30,3252.68,24,22,2,Delayed
PRJ_1045,Railways Infrastructure Development at Bihar Section Pkg-2,Ministry of Railways,Railways,RVNL,Bihar,24.5232,85.5469,2017-07-01,971.82,1004.86,2022-07-01,2022-08-30,858.55,12,9,1,Ongoing
PRJ_1046,Roads Infrastructure Development at Maharashtra Section Pkg-3,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Maharashtra,19.9242,75.6506,2019-04-01,4767.93,4810.84,2022-09-30,2022-09-30,4352.72,22,19,0,Ongoing
PRJ_1047,Railways Infrastructure Development at Bihar Section Pkg-4,Ministry of Railways,Railways,Central Railway,Bihar,25.3379,85.7575,2016-12-01,5867.51,7240.51,2019-01-31,2023-12-01,4309.96,14,7,7,Delayed
PRJ_1048,Roads Infrastructure Development at Chhattisgarh Section Pkg-5,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Chhattisgarh,21.4626,81.288,2023-08-01,766.35,1099.71,2027-11-30,2031-05-31,591.05,14,7,5,Delayed
PRJ_1049,Roads Infrastructure Development at Arunachal Pradesh Section Pkg-6,Ministry of Road Transport & Highways,Roads & Highways,NHAI,Arunachal Pradesh,28.5606,94.8885,2022-10-01,5135.35,6660.55,2026-12-31,2030-05-01,3766.59,12,6,4,Delayed
PRJ_1050,Roads Infrastructure Development at Jammu & Kashmir Section Pkg-7,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Jammu & Kashmir,33.218,76.8945,2016-03-01,1941.93,2029.32,2020-12-30,2021-01-29,1752.29,20,17,1,Ongoing
PRJ_1051,Roads Infrastructure Development at Himachal Pradesh Section Pkg-8,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Himachal Pradesh,31.1622,77.7526,2020-08-01,2110.13,2836.01,2024-06-01,2025-05-01,939.57,9,2,3,Delayed
PRJ_1052,Coal Infrastructure Development at Gujarat Section Pkg-9,Ministry of Coal,Coal Mining,SCCL,Gujarat,22.3522,,2019-10-01,495.1,510.94,2023-05-01,2023-12-30,510.94,12,11,2,Delayed
PRJ_1053,Roads Infrastructure Development at Nagaland Section Pkg-1,Ministry of Road Transport & Highways,Roads & Highways,NHAI,Nagaland,26.1377,94.9042,2022-03-01,349.39,343.45,2025-11-29,2025-11-29,316.84,12,10,0,Ongoing
PRJ_1054,Railways Infrastructure Development at Kerala Section Pkg-2,Ministry of Railways,Railways,Central Railway,Kerala,10.6592,76.5827,2022-11-01,298.89,311.74,2027-03-02,2027-06-01,253.31,10,8,2,Ongoing
PRJ_1055,Roads Infrastructure Development at Gujarat Section Pkg-3,Ministry of Road Transport & Highways,Roads & Highways,NHAI,Gujarat,22.1979,70.7279,2016-02-01,397.33,543.55,2019-05-03,2020-10-31,276.27,18,9,4,Delayed
PRJ_1056,Roads Infrastructure Development at Maharashtra Section Pkg-4,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Maharashtra,19.309,75.6523,2021-06-01,150.0,153.0,2025-10-31,2026-03-01,93.37,9,5,2,Delayed
PRJ_1057,Healthcare Infrastructure Development at Telangana Section Pkg-5,Ministry of Health & Family Welfare,Healthcare Infrastructure,AIIMS,Telangana,18.1879,,2019-04-01,388.08,370.23,2023-11-30,2024-03-30,232.21,11,6,1,Delayed
PRJ_1058,Roads Infrastructure Development at Bihar Section Pkg-6,Ministry of Road Transport & Highways,Roads & Highways,NHAI,Bihar,24.741,85.0058,2019-02-01,1337.17,1889.42,2022-07-02,2023-01-31,1499.86,10,7,3,Delayed
PRJ_1059,Roads Infrastructure Development at Meghalaya Section Pkg-7,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Meghalaya,25.0957,,2021-01-01,1239.42,1222.07,2024-05-02,2024-12-01,977.43,19,14,0,Delayed
PRJ_1060,Roads Infrastructure Development at West Bengal Section Pkg-8,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,West Bengal,23.4643,87.8054,2022-10-01,2101.28,2794.7,2026-07-01,2028-06-30,405.86,14,2,3,Stalled
PRJ_1061,Roads Infrastructure Development at Uttarakhand Section Pkg-9,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Uttarakhand,30.2641,79.3109,2019-01-01,1498.93,1830.19,2022-11-01,2024-01-01,1564.13,7,6,1,Delayed
PRJ_1062,Roads Infrastructure Development at West Bengal Section Pkg-1,Ministry of Road Transport & Highways,Roads & Highways,NHAI,West Bengal,22.6934,87.5923,2021-01-01,421.95,442.2,2023-12-02,2024-04-01,342.29,20,14,0,Delayed
PRJ_1063,Roads Infrastructure Development at Bihar Section Pkg-2,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Bihar,25.1141,85.2645,2019-12-01,176.75,184.7,2021-10-31,2022-06-01,151.84,18,15,1,Delayed
PRJ_1064,Petroleum Infrastructure Development at Madhya Pradesh Section Pkg-3,Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,BPCL,Madhya Pradesh,22.7331,78.8526,2022-02-01,183.94,183.39,2024-03-02,2024-03-02,167.24,12,10,2,Ongoing
PRJ_1065,Roads Infrastructure Development at Tamil Nadu Section Pkg-4,Ministry of Road Transport & Highways,Roads & Highways,NHAI,Tamil Nadu,11.2094,,2017-01-01,286.72,304.78,2019-01-01,2019-01-01,246.54,8,6,0,Ongoing
PRJ_1066,Roads Infrastructure Development at Jharkhand Section Pkg-5,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Jharkhand,23.9984,84.869,2021-12-01,1478.1,1501.75,2023-12-31,2024-04-30,1440.98,16,15,0,Delayed
PRJ_1067,Roads Infrastructure Development at Nagaland Section Pkg-6,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Nagaland,25.9099,94.8172,2023-09-01,258.87,305.47,2025-10-31,2026-05-01,259.74,12,10,2,Delayed
PRJ_1068,Roads Infrastructure Development at Madhya Pradesh Section Pkg-7,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Madhya Pradesh,23.1845,79.0811,2023-06-01,351.01,358.38,2026-09-30,2027-03-31,103.58,11,3,0,Delayed
PRJ_1069,Roads Infrastructure Development at Bihar Section Pkg-8,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Bihar,25.6514,85.2219,2019-10-01,2553.6,2648.08,2023-04-01,2023-07-31,1508.03,7,3,2,Delayed
PRJ_1070,Educational Infrastructure Development at Meghalaya Section Pkg-9,Department of Higher Education,Educational Infrastructure,NIT,Meghalaya,24.9823,91.7355,2017-09-01,374.56,404.52,2021-08-01,2022-10-31,314.96,16,13,1,Delayed
PRJ_1071,Roads Infrastructure Development at Jharkhand Section Pkg-1,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Jharkhand,23.6916,,2017-09-01,302.15,419.69,2021-07-02,2023-03-02,343.02,12,9,3,Delayed
PRJ_1072,Roads Infrastructure Development at Punjab Section Pkg-2,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Punjab,30.9389,,2019-09-01,583.01,793.48,2024-08-31,2025-05-01,587.33,20,15,3,Delayed
PRJ_1073,Roads Infrastructure Development at Gujarat Section Pkg-3,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Gujarat,22.6698,71.0848,2020-05-01,475.35,687.36,2022-01-30,2024-11-29,45.31,15,0,2,Stalled
PRJ_1074,Roads Infrastructure Development at Uttar Pradesh Section Pkg-4,Ministry of Road Transport & Highways,Roads & Highways,NHAI,Uttar Pradesh,27.2326,80.5965,2017-01-01,150.0,179.4,2019-05-03,2020-12-31,108.57,18,10,7,Delayed
PRJ_1075,Roads Infrastructure Development at Maharashtra Section Pkg-5,Ministry of Road Transport & Highways,Roads & Highways,NHAI,Maharashtra,19.86,76.0093,2016-05-01,762.42,724.3,2017-12-30,2019-06-30,277.68,18,6,2,Delayed
PRJ_1076,Roads Infrastructure Development at Sikkim Section Pkg-6,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Sikkim,27.5376,88.3964,2020-03-01,150.0,153.15,2024-11-29,2024-12-29,66.53,12,4,1,Ongoing
PRJ_1077,Roads Infrastructure Development at Meghalaya Section Pkg-7,Ministry of Road Transport & Highways,Roads & Highways,NHAI,Meghalaya,25.8316,91.5196,2017-03-01,940.5,1115.43,2020-01-30,2021-07-30,872.52,8,5,2,Delayed
PRJ_1078,Railways Infrastructure Development at Gujarat Section Pkg-8,Ministry of Railways,Railways,RVNL,Gujarat,21.9531,70.8002,2020-07-01,8333.22,9949.86,2023-04-01,2024-05-31,2364.76,19,4,3,Delayed
PRJ_1079,Petroleum Infrastructure Development at Tamil Nadu Section Pkg-9,Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,GAIL,Tamil Nadu,10.946,78.9523,2021-07-01,951.91,1009.98,2025-05-31,2025-11-29,220.89,24,5,2,Delayed
PRJ_1080,Roads Infrastructure Development at Madhya Pradesh Section Pkg-1,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Madhya Pradesh,23.3543,79.0758,2018-06-01,349.64,380.41,2022-01-30,2023-01-30,161.82,24,9,2,Delayed
PRJ_1081,Roads Infrastructure Development at Karnataka Section Pkg-2,Ministry of Road Transport & Highways,Roads & Highways,NHAI,Karnataka,15.4357,76.0759,2019-11-01,156.04,176.01,2022-12-31,2023-09-30,161.14,21,19,1,Delayed
PRJ_1082,Roads Infrastructure Development at Uttarakhand Section Pkg-3,Ministry of Road Transport & Highways,Roads & Highways,NHAI,Uttarakhand,29.5478,79.5025,2019-02-01,154.45,199.86,2022-06-02,2024-04-01,179.58,11,9,2,Delayed
PRJ_1083,Roads Infrastructure Development at Jharkhand Section Pkg-4,Ministry of Road Transport & Highways,Roads & Highways,NHAI,Jharkhand,24.1175,85.8639,2016-03-01,1086.06,1440.12,2020-06-30,2022-05-31,1084.97,12,8,2,Delayed
PRJ_1084,Roads Infrastructure Development at Jharkhand Section Pkg-5,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Jharkhand,23.1941,85.2115,2019-12-01,2436.9,2471.02,2022-08-01,2022-10-31,1531.34,7,4,0,Ongoing
PRJ_1085,Roads Infrastructure Development at Uttar Pradesh Section Pkg-6,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Uttar Pradesh,26.2475,81.153,2021-11-01,414.76,494.39,2023-08-02,2024-12-31,191.8,22,8,13,Delayed
PRJ_1086,Roads Infrastructure Development at Madhya Pradesh Section Pkg-7,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Madhya Pradesh,22.9394,78.6613,2018-03-01,3668.09,4376.03,2021-06-30,2023-01-29,2555.25,20,11,1,Delayed
PRJ_1087,Ports Infrastructure Development at Madhya Pradesh Section Pkg-8,"Ministry of Ports, Shipping and Waterways",Ports & Shipping,IWAI,Madhya Pradesh,,78.675,2017-08-01,861.13,916.24,2019-04-01,2019-05-01,661.58,10,7,2,Ongoing
PRJ_1088,Roads Infrastructure Development at Karnataka Section Pkg-9,Ministry of Road Transport & Highways,Roads & Highways,NHAI,Karnataka,14.7946,75.26,2019-09-01,1420.82,1834.28,2023-10-01,2024-03-31,1233.86,16,11,2,Delayed
PRJ_1089,Roads Infrastructure Development at Bihar Section Pkg-1,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Bihar,24.8048,84.9724,2022-05-01,415.0,596.77,2025-05-31,2026-07-31,137.8,9,1,8,Delayed
PRJ_1090,Water Infrastructure Development at Maharashtra Section Pkg-2,"Department of Water Resources, River Development & GR",Water & Sanitation,Water Resources Dept,Maharashtra,20.1543,75.437,2022-03-01,1077.9,1085.45,2025-06-30,2025-07-30,784.68,6,4,2,Ongoing
PRJ_1091,Power Infrastructure Development at Kerala Section Pkg-3,Ministry of Power,Power Transmission & Generation,NTPC,Kerala,10.5519,76.2685,2017-11-01,2598.5,2788.19,2021-08-01,2021-08-31,1799.74,20,13,2,Ongoing
PRJ_1092,Railways Infrastructure Development at Jharkhand Section Pkg-4,Ministry of Railways,Railways,IRCON,Jharkhand,23.4489,85.079,2021-12-01,467.97,518.51,2026-04-01,2027-05-01,429.26,7,5,1,Delayed
PRJ_1093,Roads Infrastructure Development at Rajasthan Section Pkg-5,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Rajasthan,27.4647,74.5015,2016-10-01,484.61,649.38,2020-12-31,2022-10-01,270.91,10,4,3,Delayed
PRJ_1094,Power Infrastructure Development at Rajasthan Section Pkg-6,Ministry of Power,Power Transmission & Generation,NHPC,Rajasthan,26.7372,74.4971,2023-12-01,4124.7,4198.94,2027-12-31,2028-04-30,3604.47,19,16,1,Delayed
PRJ_1095,Roads Infrastructure Development at Uttar Pradesh Section Pkg-7,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Uttar Pradesh,26.8964,,2021-04-01,707.3,778.74,2025-11-30,2026-03-01,455.65,15,8,0,Delayed
PRJ_1096,Roads Infrastructure Development at Jammu & Kashmir Section Pkg-8,Ministry of Road Transport & Highways,Roads & Highways,NHAI,Jammu & Kashmir,33.5473,76.4877,2017-12-01,1990.21,2207.14,2020-11-30,2020-11-30,936.7,24,9,1,Delayed
PRJ_1097,Roads Infrastructure Development at Chhattisgarh Section Pkg-9,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Chhattisgarh,21.6556,82.0997,2021-01-01,197.85,247.71,2024-08-01,2026-03-02,137.4,15,8,2,Delayed
PRJ_1098,Roads Infrastructure Development at Madhya Pradesh Section Pkg-1,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Madhya Pradesh,22.6316,79.1367,2023-03-01,1275.71,1399.45,2027-12-30,2027-12-30,232.27,12,1,2,Delayed
PRJ_1099,Roads Infrastructure Development at Punjab Section Pkg-2,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Punjab,31.0317,74.8073,2021-03-01,163.76,201.75,2023-05-01,2025-08-30,181.33,6,5,1,Delayed
PRJ_1100,Railways Infrastructure Development at Madhya Pradesh Section Pkg-3,Ministry of Railways,Railways,Central Railway,Madhya Pradesh,23.4157,78.3788,2020-05-01,2092.5,2441.95,2022-03-01,2023-11-30,2346.33,22,20,1,Delayed
PRJ_1101,Water Infrastructure Development at Telangana Section Pkg-4,"Department of Water Resources, River Development & GR",Water & Sanitation,Water Resources Dept,Telangana,17.7861,79.5061,2019-02-01,273.43,293.66,2022-05-03,2022-08-02,256.33,22,19,2,Ongoing
PRJ_1102,Roads Infrastructure Development at Ladakh Section Pkg-5,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Ladakh,34.4177,78.1481,2019-06-01,891.61,888.94,2020-11-29,2020-11-29,836.12,10,9,0,Ongoing
PRJ_1103,Roads Infrastructure Development at Uttar Pradesh Section Pkg-6,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Uttar Pradesh,26.9803,81.4686,2021-09-01,340.42,334.97,2025-06-01,2025-07-31,225.04,16,10,2,Ongoing
PRJ_1104,Roads Infrastructure Development at Meghalaya Section Pkg-7,Ministry of Road Transport & Highways,Roads & Highways,NHAI,Meghalaya,25.7011,91.3616,2022-05-01,526.58,550.8,2026-10-30,2026-11-29,469.8,21,18,1,Ongoing
PRJ_1105,Railways Infrastructure Development at West Bengal Section Pkg-8,Ministry of Railways,Railways,RVNL,West Bengal,22.7011,87.8399,2020-11-01,854.26,1113.1,2024-07-02,2025-10-01,596.54,17,8,2,Delayed
PRJ_1106,Roads Infrastructure Development at Jharkhand Section Pkg-9,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Jharkhand,24.0919,85.1183,2016-02-01,150.0,201.75,2021-01-31,2023-07-02,22.81,17,1,16,Stalled
PRJ_1107,Roads Infrastructure Development at Himachal Pradesh Section Pkg-1,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Himachal Pradesh,30.9028,77.7052,2017-12-01,1723.28,2248.88,2019-12-31,2021-03-01,2084.02,15,14,1,Delayed
PRJ_1108,Petroleum Infrastructure Development at Bihar Section Pkg-2,Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,BPCL,Bihar,24.7347,84.7369,2022-10-01,357.82,474.11,2024-03-31,2025-01-29,416.73,11,9,1,Delayed
PRJ_1109,Roads Infrastructure Development at Karnataka Section Pkg-3,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Karnataka,14.9587,75.4515,2018-09-01,478.17,489.65,2021-10-31,2022-03-01,196.56,8,3,2,Delayed
PRJ_1110,Roads Infrastructure Development at Madhya Pradesh Section Pkg-4,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Madhya Pradesh,22.8058,78.6217,2021-08-01,309.62,311.48,2025-01-30,2025-05-01,290.2,20,18,2,Ongoing
PRJ_1111,Roads Infrastructure Development at Rajasthan Section Pkg-5,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Rajasthan,27.3558,,2016-09-01,344.69,445.34,2019-06-02,2020-08-31,93.35,7,1,3,Delayed
PRJ_1112,Railways Infrastructure Development at Assam Section Pkg-6,Ministry of Railways,Railways,IRCON,Assam,26.6996,92.9599,2018-11-01,500.93,480.89,2020-07-01,2020-08-30,291.35,16,10,1,Ongoing
PRJ_1113,Roads Infrastructure Development at Tamil Nadu Section Pkg-7,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Tamil Nadu,11.6889,78.4411,2021-12-01,150.0,148.95,2025-08-31,2026-03-01,128.33,24,20,1,Delayed
PRJ_1114,Roads Infrastructure Development at Uttar Pradesh Section Pkg-8,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Uttar Pradesh,,80.4466,2016-04-01,2226.64,2407.0,2018-04-01,2018-07-31,2288.71,13,12,1,Delayed
PRJ_1115,Railways Infrastructure Development at Haryana Section Pkg-9,Ministry of Railways,Railways,RVNL,Haryana,29.4199,76.3399,2023-09-01,623.6,806.94,2028-07-01,2029-11-30,416.01,21,10,1,Delayed
PRJ_1116,Airports Infrastructure Development at Uttar Pradesh Section Pkg-1,Ministry of Civil Aviation,Airports & Aviation,Adani Airport Holdings,Uttar Pradesh,26.9099,80.7045,2018-06-01,190.16,238.84,2022-09-30,2023-12-30,147.11,21,12,7,Delayed
PRJ_1117,Roads Infrastructure Development at Madhya Pradesh Section Pkg-2,Ministry of Road Transport & Highways,Roads & Highways,NHAI,Madhya Pradesh,22.6028,79.1077,2023-07-01,917.24,921.83,2027-11-30,2028-04-30,786.29,6,4,1,Delayed
PRJ_1118,Roads Infrastructure Development at Uttar Pradesh Section Pkg-3,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Uttar Pradesh,26.8903,81.1939,2021-07-01,570.78,554.23,2023-07-31,2023-09-29,223.07,24,9,1,Ongoing
PRJ_1119,Roads Infrastructure Development at Karnataka Section Pkg-4,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Karnataka,15.4419,75.8681,2023-04-01,1197.03,1423.27,2027-05-01,2028-12-29,406.2,21,5,16,Stalled
PRJ_1120,Railways Infrastructure Development at Haryana Section Pkg-5,Ministry of Railways,Railways,IRCON,Haryana,29.1313,,2018-01-01,262.37,268.14,2022-03-02,2022-05-01,178.33,10,6,0,Ongoing
PRJ_1121,Petroleum Infrastructure Development at Karnataka Section Pkg-6,Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,NRL,Karnataka,14.8321,75.3932,2023-05-01,1717.07,1686.16,2026-12-30,2026-12-30,1049.41,18,11,1,Ongoing
PRJ_1122,Urban Infrastructure Development at Karnataka Section Pkg-7,Ministry of Housing & Urban Affairs,Urban Infrastructure & Metro,MahaMetro,Karnataka,15.4692,75.9838,2020-12-01,676.28,690.48,2025-03-02,2025-05-01,616.1,6,5,2,Ongoing
PRJ_1123,Roads Infrastructure Development at Gujarat Section Pkg-8,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Gujarat,22.6128,71.7318,2018-06-01,218.92,299.7,2020-10-30,2023-09-30,260.04,19,15,1,Delayed
PRJ_1124,Roads Infrastructure Development at Bihar Section Pkg-9,Ministry of Road Transport & Highways,Roads & Highways,NHAI,Bihar,25.2108,,2018-08-01,1141.85,1418.18,2021-04-01,2021-11-30,816.43,12,7,4,Delayed
PRJ_1125,Petroleum Infrastructure Development at Odisha Section Pkg-1,Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,HPCL,Odisha,21.4816,84.6404,2023-04-01,1501.74,1958.27,2026-11-30,2028-02-29,1749.7,16,14,2,Delayed
